step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
80,1787056930.7066,1787056930.7109,0.03337,39.5604,4.4396,29.1868,61.0110,-10.9451,22.2222,40.5330,4.8913,28.8549,61.0333,-11.0998,12.7519,40.5330,4.8913,28.8549,61.0333,-11.0998,12.7519,50,150,0,-50,0,-750,0
81,1787056930.7401,1787056930.7444,0.03342,39.6484,4.6154,29.0989,61.0989,-10.9451,20.1720,40.4182,4.4296,29.1800,60.8186,-11.0757,8.6514,40.4182,4.4296,29.1800,60.8186,-11.0757,9.8413,0,100,-50,0,0,-900,0
82,1787056930.7735,1787056930.7785,0.0334,39.8242,4.6154,29.0110,61.0110,-10.9451,17.7910,40.0397,4.1246,30.3946,61.1148,-10.1013,4.5273,40.0397,4.1246,30.3946,61.1148,-10.1013,7.3942,100,0,0,0,0,-1050,0
83,1787056930.8068,1787056930.8114,0.03338,40.0000,4.7033,29.0110,60.8352,-10.9451,15.1455,40.0459,3.5550,30.1575,60.7403,-10.9140,2.1704,40.0459,3.5550,30.1575,60.7403,-10.9140,4.6825,50,0,0,-100,0,-1200,0
84,1787056930.8403,1787056930.8449,0.03343,40.1758,4.8791,29.0989,60.8352,-10.7692,12.3677,39.9275,2.6638,30.3339,60.6953,-10.4203,-1.0631,39.9275,2.6638,30.3339,60.6953,-10.4203,2.0370,100,50,50,0,0,-1250,0
85,1787056930.8736,1787056930.8784,0.03332,40.2637,4.5275,29.3626,60.7473,-10.7692,10.4497,40.0912,3.5221,30.8113,59.4713,-11.6362,-1.3738,40.0912,3.5221,30.8113,59.4713,-11.6362,0.1852,50,-150,100,0,50,-900,0
86,1787056930.907,1787056930.9119,0.03337,40.2637,4.0000,29.5385,60.7473,-10.7692,9.1931,40.3394,3.7264,30.9562,58.6324,-10.9851,0.3022,40.3394,3.7264,30.9562,58.6324,-10.9851,0.3022,0,-150,50,0,0,-550,0
87,1787056930.9404,1787056930.9449,0.03347,40.2637,3.7363,29.8022,60.2198,-10.9451,8.7963,40.3194,3.0623,31.6267,58.7799,-11.3515,1.7756,40.3194,3.0623,31.6267,58.7799,-11.3515,1.7756,0,-100,100,-250,0,-100,0
88,1787056930.9738,1787056930.9782,0.03333,40.2637,3.5604,30.1538,59.6923,-11.0330,8.7963,40.5134,2.3105,32.4645,58.4548,-12.1039,2.9041,40.5134,2.3105,32.4645,58.4548,-12.1039,2.9041,0,-50,100,-100,0,0,0
89,1787056931.0072,1787056931.0116,0.03341,40.2637,3.2967,30.5055,59.2527,-11.1209,8.7963,40.3565,2.7265,32.0365,58.8187,-12.5671,3.2679,40.3565,2.7265,32.0365,58.8187,-12.5671,3.2679,0,-100,150,-100,-50,0,0
90,1787056931.0406,1787056931.0454,0.03341,40.2637,3.1209,31.0330,58.9890,-11.5604,8.7963,40.5264,3.2919,31.7003,58.9959,-13.0916,3.4807,40.5264,3.2919,31.7003,58.9959,-13.0916,3.4807,0,-50,150,-100,-150,0,0
